timestamp,location,price,last4ccnum,link,loyaltynum,day,hour
2014-01-08 08:03:00,Brew've Been Served,10.15,6901,both,L9363,2014-01-08,08:03:00
2014-01-08 08:09:00,Brew've Been Served,11.48,8411,both,L6110,2014-01-08,08:09:00
2014-01-08 08:16:00,Brew've Been Served,7.26,1286,both,L3288,2014-01-08,08:16:00
2014-01-08 08:18:00,Brew've Been Served,6.3,4434,both,L2169,2014-01-08,08:18:00
2014-01-08 08:22:00,Coffee Cameleon,16.17,2418,both,L9018,2014-01-08,08:22:00
2014-01-08 09:43:00,Carlyle Chemical Inc.,3048.31,7792,credit,L5756,2014-01-08,09:43:00
2014-01-08 09:54:00,Nationwide Refinery,4513.16,9152,both,L5485,2014-01-08,09:54:00
2014-01-08 10:14:00,Nationwide Refinery,3674.32,9735,both,L9633,2014-01-08,10:14:00
2014-01-08 11:28:00,Stewart and Sons Fabrication,1738.26,9152,both,L5485,2014-01-08,11:28:00
2014-01-08 11:58:00,Stewart and Sons Fabrication,1673.77,9735,both,L9633,2014-01-08,11:58:00
2014-01-08 12:00:00,Coffee Shack,13.13,7117,both,L6417,2014-01-08,12:00:00
2014-01-08 12:00:00,Bean There Done That,17.45,1415,both,L7783,2014-01-08,12:00:00
2014-01-08 12:00:00,Bean There Done That,12.07,9635,both,L3191,2014-01-08,12:00:00
2014-01-08 12:00:00,Brewed Awakenings,11.73,7688,both,L4164,2014-01-08,12:00:00
2014-01-08 12:00:00,Jack's Magical Beans,3.96,6899,both,L6267,2014-01-08,12:00:00
2014-01-08 12:00:00,Brewed Awakenings,12.32,2540,both,L5947,2014-01-08,12:00:00
2014-01-08 12:00:00,Bean There Done That,8.06,1877,credit,L3014,2014-01-08,12:00:00
2014-01-08 12:00:00,Brewed Awakenings,15.03,8332,credit,L2070,2014-01-08,12:00:00
2014-01-08 12:00:00,Bean There Done That,94.96,1321,credit,L4149,2014-01-08,12:00:00
2014-01-08 12:00:00,Jack's Magical Beans,18.78,1286,both,L3288,2014-01-08,12:00:00
2014-01-08 12:00:00,Jack's Magical Beans,12.37,8156,both,L5224,2014-01-08,12:00:00
2014-01-08 12:00:00,Jack's Magical Beans,31.25,2463,credit,L6886,2014-01-08,12:00:00
2014-01-08 12:29:00,Frank's Fuel,65.34,3853,both,L1485,2014-01-08,12:29:00
2014-01-08 12:45:00,Abila Airport,2723.18,8642,both,L2769,2014-01-08,12:45:00
2014-01-08 12:56:00,Chostus Hotel,107.51,2540,both,L5947,2014-01-08,12:56:00
2014-01-08 13:03:00,Carlyle Chemical Inc.,4983.52,4530,both,L8477,2014-01-08,13:03:00
2014-01-08 13:10:00,Abila Zacharo,22.13,5407,both,L4034,2014-01-08,13:10:00
2014-01-08 13:12:00,Hippokampos,26.55,8332,both,L2070,2014-01-08,13:12:00
2014-01-08 13:15:00,Hippokampos,9.03,4795,both,L8566,2014-01-08,13:15:00
2014-01-08 13:19:00,Katerinaís CafÈ,29.26,7792,both,L5756,2014-01-08,13:19:00
2014-01-08 13:19:00,Chostus Hotel,111.89,9683,both,L7291,2014-01-08,13:19:00
2014-01-08 13:21:00,Ouzeri Elian,109.73,8156,credit,L5224,2014-01-08,13:21:00
2014-01-08 13:23:00,Abila Zacharo,36.85,2463,both,L6886,2014-01-08,13:23:00
2014-01-08 13:26:00,Hippokampos,16.59,7253,both,L1682,2014-01-08,13:26:00
2014-01-08 13:27:00,Gelatogalore,32.79,8411,both,L6110,2014-01-08,13:27:00
2014-01-08 13:28:00,Katerinaís CafÈ,8.53,6899,both,L6267,2014-01-08,13:28:00
2014-01-08 13:28:00,Gelatogalore,20.72,9405,both,L3259,2014-01-08,13:28:00
2014-01-08 13:29:00,Kalami Kafenion,24.08,5921,both,L3295,2014-01-08,13:29:00
2014-01-08 13:31:00,Hippokampos,37.89,1321,both,L4149,2014-01-08,13:31:00
2014-01-08 13:32:00,Guy's Gyros,30.12,7384,both,L3800,2014-01-08,13:32:00
2014-01-08 13:34:00,Abila Zacharo,14.41,1415,both,L7783,2014-01-08,13:34:00
2014-01-08 13:34:00,Katerinaís CafÈ,88.98,1310,credit,L8012,2014-01-08,13:34:00
2014-01-08 13:38:00,Gelatogalore,50.36,1286,both,L3288,2014-01-08,13:38:00
2014-01-08 13:39:00,Gelatogalore,119.75,3484,credit,L2490,2014-01-08,13:39:00
2014-01-08 13:40:00,Guy's Gyros,77.9,3853,credit,L1485,2014-01-08,13:40:00
2014-01-08 13:41:00,Katerinaís CafÈ,26.45,2142,both,L9637,2014-01-08,13:41:00
2014-01-08 13:42:00,Gelatogalore,35.29,7889,both,L6119,2014-01-08,13:42:00
2014-01-08 13:42:00,Kalami Kafenion,22.49,8202,both,L2343,2014-01-08,13:42:00
2014-01-08 13:42:00,Katerinaís CafÈ,57.04,6895,credit,L3366,2014-01-08,13:42:00
2014-01-08 13:43:00,Hippokampos,39.8,9551,both,L5777,2014-01-08,13:43:00
2014-01-08 13:44:00,Kalami Kafenion,31.96,7354,both,L9254,2014-01-08,13:44:00
2014-01-08 13:45:00,Kalami Kafenion,23.82,3492,both,L7814,2014-01-08,13:45:00
2014-01-08 13:46:00,Abila Zacharo,28.25,2681,both,L1107,2014-01-08,13:46:00
2014-01-08 13:47:00,Katerinaís CafÈ,27.05,1877,credit,L3014,2014-01-08,13:47:00
2014-01-08 13:47:00,Gelatogalore,22.27,2418,both,L9018,2014-01-08,13:47:00
2014-01-08 13:47:00,Ouzeri Elian,104.92,5368,credit,L2247,2014-01-08,13:47:00
2014-01-08 13:48:00,Hippokampos,28.79,9635,both,L3191,2014-01-08,13:48:00
2014-01-08 13:48:00,Gelatogalore,116.72,7819,credit,L5259,2014-01-08,13:48:00
2014-01-08 13:51:00,Guy's Gyros,15.86,1874,both,L4424,2014-01-08,13:51:00
2014-01-08 13:51:00,Abila Zacharo,30.85,6901,both,L9363,2014-01-08,13:51:00
2014-01-08 13:52:00,Kalami Kafenion,14.77,6816,both,L8148,2014-01-08,13:52:00
2014-01-08 13:53:00,Abila Zacharo,16.2,9617,both,L5553,2014-01-08,13:53:00
2014-01-08 13:57:00,Guy's Gyros,10.34,4434,both,L2169,2014-01-08,13:57:00
2014-01-08 14:06:00,Katerinaís CafÈ,22.94,7108,credit,L6544,2014-01-08,14:06:00
2014-01-08 14:09:00,Kronos Pipe and Irrigation,3615.61,4530,both,L8477,2014-01-08,14:09:00
2014-01-08 14:15:00,Kalami Kafenion,34.98,7117,both,L6417,2014-01-08,14:15:00
2014-01-08 14:17:00,Gelatogalore,39.94,4948,both,L9406,2014-01-08,14:17:00
2014-01-08 14:19:00,Kalami Kafenion,31.43,8129,both,L8328,2014-01-08,14:19:00
2014-01-08 14:26:00,Carlyle Chemical Inc.,4901.88,7792,both,L5756,2014-01-08,14:26:00
2014-01-08 15:18:00,Maximum Iron and Steel,3136.01,4530,both,L8477,2014-01-08,15:18:00
2014-01-08 15:29:00,Abila Airport,2769.12,8642,both,L2769,2014-01-08,15:29:00
2014-01-08 19:21:00,Hippokampos,10.52,1415,both,L7783,2014-01-08,19:21:00
2014-01-08 19:28:00,Hippokampos,16.54,2540,both,L5947,2014-01-08,19:28:00
2014-01-08 19:32:00,Katerinaís CafÈ,34.25,5407,both,L4034,2014-01-08,19:32:00
2014-01-08 19:36:00,Guy's Gyros,15.69,7354,both,L9254,2014-01-08,19:36:00
2014-01-08 19:48:00,Guy's Gyros,30.48,4434,both,L2169,2014-01-08,19:48:00
2014-01-08 20:00:00,Katerinaís CafÈ,13.83,8411,both,L6110,2014-01-08,20:00:00
2014-01-08 20:02:00,Hippokampos,32.66,6895,both,L3366,2014-01-08,20:02:00
2014-01-08 20:07:00,Guy's Gyros,28.81,7384,both,L3800,2014-01-08,20:07:00
2014-01-08 20:07:00,Frydos Autosupply n' More,214.07,2418,both,L9018,2014-01-08,20:07:00
2014-01-08 20:08:00,Guy's Gyros,33.02,5368,credit,L2247,2014-01-08,20:08:00
2014-01-08 20:08:00,Katerinaís CafÈ,31.59,1310,both,L8012,2014-01-08,20:08:00
2014-01-08 20:12:00,Ouzeri Elian,62.2,1286,both,L3288,2014-01-08,20:12:00
2014-01-08 20:15:00,Guy's Gyros,99.08,3484,credit,L2490,2014-01-08,20:15:00
2014-01-08 20:17:00,Frydos Autosupply n' More,182.56,3853,both,L1485,2014-01-08,20:17:00
2014-01-08 20:17:00,Guy's Gyros,18.24,9683,both,L7291,2014-01-08,20:17:00
2014-01-08 20:27:00,Katerinaís CafÈ,33.31,2142,both,L9637,2014-01-08,20:27:00
2014-01-08 20:28:00,Hippokampos,96.75,7117,credit,L6417,2014-01-08,20:28:00
2014-01-08 20:28:00,Frydos Autosupply n' More,268.89,6899,both,L6267,2014-01-08,20:28:00
2014-01-08 20:31:00,Katerinaís CafÈ,36.6,7889,both,L6119,2014-01-08,20:31:00
2014-01-08 20:35:00,Katerinaís CafÈ,16.93,8202,both,L2343,2014-01-08,20:35:00
2014-01-08 20:42:00,Katerinaís CafÈ,92.83,5921,credit,L3295,2014-01-08,20:42:00
2014-01-08 20:45:00,Albert's Fine Clothing,136.01,9635,both,L3191,2014-01-08,20:45:00
2014-01-08 20:49:00,Hippokampos,15.64,8332,both,L2070,2014-01-08,20:49:00
2014-01-08 20:53:00,Hippokampos,26.31,7688,both,L4164,2014-01-08,20:53:00
2014-01-08 20:57:00,Guy's Gyros,10.28,6901,credit,L9363,2014-01-08,20:57:00
2014-01-08 20:58:00,Guy's Gyros,22.91,7819,credit,L5259,2014-01-08,20:58:00
2014-01-08 21:00:00,General Grocer,265.84,7108,both,L6544,2014-01-08,21:00:00
2014-01-08 21:02:00,Katerinaís CafÈ,28.86,4948,credit,L9406,2014-01-08,21:02:00
2014-01-08 21:09:00,Katerinaís CafÈ,27.87,1874,both,L4424,2014-01-08,21:09:00
2014-01-08 21:16:00,Ouzeri Elian,30.81,9551,credit,L5777,2014-01-08,21:16:00
2014-01-08 21:17:00,Ouzeri Elian,29.85,6899,both,L6267,2014-01-08,21:17:00
2014-01-08 21:32:00,Hippokampos,78.99,2463,credit,L6886,2014-01-08,21:32:00
2014-01-09 07:35:00,Coffee Cameleon,12.47,7253,credit,L1682,2014-01-09,07:35:00
2014-01-09 07:36:00,Brew've Been Served,70.71,9683,credit,L7291,2014-01-09,07:36:00
2014-01-09 07:37:00,Hallowed Grounds,17.56,1310,both,L8012,2014-01-09,07:37:00
2014-01-09 07:37:00,Coffee Cameleon,19.99,5921,both,L3295,2014-01-09,07:37:00
2014-01-09 07:42:00,Hallowed Grounds,56.77,7108,credit,L6544,2014-01-09,07:42:00
2014-01-09 07:43:00,Brew've Been Served,5.43,5368,credit,L2247,2014-01-09,07:43:00
2014-01-09 07:46:00,Hallowed Grounds,75.24,8129,credit,L8328,2014-01-09,07:46:00
2014-01-09 07:46:00,Brew've Been Served,4.4,4948,credit,L9406,2014-01-09,07:46:00
2014-01-09 07:48:00,Brew've Been Served,5.3,7384,both,L3800,2014-01-09,07:48:00
2014-01-09 07:48:00,Brew've Been Served,34.85,7354,credit,L9254,2014-01-09,07:48:00
2014-01-09 07:48:00,Brew've Been Served,5.13,4795,both,L8566,2014-01-09,07:48:00
2014-01-09 07:50:00,Hallowed Grounds,34.45,9551,credit,L5777,2014-01-09,07:50:00
2014-01-09 07:51:00,Hallowed Grounds,19.22,7889,credit,L6119,2014-01-09,07:51:00
2014-01-09 07:56:00,Brew've Been Served,98.25,8202,credit,L2343,2014-01-09,07:56:00
2014-01-09 07:57:00,Hallowed Grounds,18.48,9617,both,L5553,2014-01-09,07:57:00
2014-01-09 07:57:00,Brew've Been Served,5.26,8411,credit,L6110,2014-01-09,07:57:00
2014-01-09 07:57:00,Hallowed Grounds,50.25,9405,credit,L3259,2014-01-09,07:57:00
2014-01-09 07:58:00,Brew've Been Served,19.47,6901,both,L9363,2014-01-09,07:58:00
2014-01-09 08:00:00,Brew've Been Served,6.61,7819,credit,L5259,2014-01-09,08:00:00
2014-01-09 08:00:00,Brew've Been Served,6.21,4434,both,L2169,2014-01-09,08:00:00
2014-01-09 08:01:00,Brew've Been Served,92.12,3484,credit,L2490,2014-01-09,08:01:00
2014-01-09 08:03:00,Coffee Cameleon,16.13,2142,both,L9637,2014-01-09,08:03:00
2014-01-09 08:07:00,Hallowed Grounds,65.68,3492,credit,L7814,2014-01-09,08:07:00
2014-01-09 08:14:00,Brew've Been Served,17.64,1286,both,L3288,2014-01-09,08:14:00
2014-01-09 08:15:00,Brew've Been Served,5.57,5407,credit,L4034,2014-01-09,08:15:00
2014-01-09 08:15:00,Hallowed Grounds,15.33,2681,both,L1107,2014-01-09,08:15:00
2014-01-09 09:26:00,Abila Airport,2358.22,3506,both,L7761,2014-01-09,09:26:00
2014-01-09 09:54:00,Carlyle Chemical Inc.,529.47,7792,both,L5756,2014-01-09,09:54:00
2014-01-09 10:16:00,Nationwide Refinery,674.28,9735,both,L9633,2014-01-09,10:16:00
2014-01-09 10:38:00,Stewart and Sons Fabrication,1015.65,3506,both,L7761,2014-01-09,10:38:00
2014-01-09 11:21:00,Carlyle Chemical Inc.,732.82,4530,both,L8477,2014-01-09,11:21:00
2014-01-09 11:34:00,Nationwide Refinery,289.3,7792,both,L5756,2014-01-09,11:34:00
2014-01-09 11:37:00,Stewart and Sons Fabrication,3544.0,9735,both,L9633,2014-01-09,11:37:00
2014-01-09 12:00:00,Coffee Shack,5.01,7117,both,L6417,2014-01-09,12:00:00
2014-01-09 12:00:00,Bean There Done That,13.0,1415,both,L7783,2014-01-09,12:00:00
2014-01-09 12:00:00,Brewed Awakenings,11.76,7688,credit,L4164,2014-01-09,12:00:00
2014-01-09 12:00:00,Jack's Magical Beans,10.11,6899,both,L6267,2014-01-09,12:00:00
2014-01-09 12:00:00,Jack's Magical Beans,6.0,3853,both,L1485,2014-01-09,12:00:00
2014-01-09 12:00:00,Brewed Awakenings,13.16,2540,both,L5947,2014-01-09,12:00:00
2014-01-09 12:00:00,Bean There Done That,4.06,1877,both,L3014,2014-01-09,12:00:00
2014-01-09 12:00:00,Brewed Awakenings,17.66,8332,both,L2070,2014-01-09,12:00:00
2014-01-09 12:00:00,Bean There Done That,15.53,1321,credit,L4149,2014-01-09,12:00:00
2014-01-09 12:00:00,Jack's Magical Beans,12.13,1286,credit,L3288,2014-01-09,12:00:00
2014-01-09 12:00:00,Jack's Magical Beans,15.55,8156,credit,L5224,2014-01-09,12:00:00
2014-01-09 12:00:00,Jack's Magical Beans,37.43,2463,credit,L6886,2014-01-09,12:00:00
2014-01-09 12:13:00,Abila Airport,202.93,8642,credit,L2769,2014-01-09,12:13:00
2014-01-09 12:49:00,Nationwide Refinery,1440.39,3506,credit,L7761,2014-01-09,12:49:00
2014-01-09 12:59:00,Ouzeri Elian,31.03,8332,credit,L2070,2014-01-09,12:59:00
2014-01-09 13:03:00,Katerinaís CafÈ,17.02,7253,both,L1682,2014-01-09,13:03:00
2014-01-09 13:12:00,Gelatogalore,19.2,5407,both,L4034,2014-01-09,13:12:00
2014-01-09 13:18:00,Abila Airport,4792.5,2276,both,L3317,2014-01-09,13:18:00
2014-01-09 13:21:00,Ouzeri Elian,26.09,7688,both,L4164,2014-01-09,13:21:00
2014-01-09 13:21:00,Gelatogalore,23.45,4795,both,L8566,2014-01-09,13:21:00
2014-01-09 13:21:00,Guy's Gyros,105.4,7354,credit,L9254,2014-01-09,13:21:00
2014-01-09 13:23:00,Gelatogalore,8.6,6899,both,L6267,2014-01-09,13:23:00
2014-01-09 13:23:00,Gelatogalore,56.74,2540,credit,L5947,2014-01-09,13:23:00
2014-01-09 13:23:00,Ouzeri Elian,22.4,6816,both,L8148,2014-01-09,13:23:00
2014-01-09 13:23:00,Katerinaís CafÈ,16.98,7792,both,L5756,2014-01-09,13:23:00
2014-01-09 13:24:00,Abila Zacharo,8.16,3484,both,L2490,2014-01-09,13:24:00
2014-01-09 13:27:00,Kalami Kafenion,110.76,6895,credit,L3366,2014-01-09,13:27:00
2014-01-09 13:27:00,Katerinaís CafÈ,25.85,8156,both,L5224,2014-01-09,13:27:00
2014-01-09 13:28:00,Guy's Gyros,13.59,7889,both,L6119,2014-01-09,13:28:00
2014-01-09 13:29:00,Hippokampos,27.47,2418,both,L9018,2014-01-09,13:29:00
2014-01-09 13:32:00,Abila Zacharo,8.6,2463,both,L6886,2014-01-09,13:32:00
2014-01-09 13:35:00,Katerinaís CafÈ,10.42,3853,both,L1485,2014-01-09,13:35:00
2014-01-09 13:35:00,Gelatogalore,23.23,8411,both,L6110,2014-01-09,13:35:00
2014-01-09 13:36:00,Hippokampos,27.93,9683,both,L7291,2014-01-09,13:36:00
2014-01-09 13:37:00,Hippokampos,9.12,1321,both,L4149,2014-01-09,13:37:00
2014-01-09 13:38:00,Kalami Kafenion,18.14,7384,both,L3800,2014-01-09,13:38:00
2014-01-09 13:40:00,Abila Zacharo,20.73,1874,both,L4424,2014-01-09,13:40:00
2014-01-09 13:40:00,Gelatogalore,11.94,9405,both,L3259,2014-01-09,13:40:00
2014-01-09 13:41:00,Abila Zacharo,89.41,9551,credit,L5777,2014-01-09,13:41:00
2014-01-09 13:41:00,Hippokampos,8.43,9635,both,L3191,2014-01-09,13:41:00
2014-01-09 13:41:00,Hippokampos,39.22,5368,credit,L2247,2014-01-09,13:41:00
2014-01-09 13:43:00,Guy's Gyros,74.91,1415,credit,L7783,2014-01-09,13:43:00
2014-01-09 13:44:00,Guy's Gyros,15.0,9617,both,L5553,2014-01-09,13:44:00
2014-01-09 13:45:00,Gelatogalore,24.68,2681,both,L1107,2014-01-09,13:45:00
2014-01-09 13:47:00,Abila Zacharo,48.39,1286,both,L3288,2014-01-09,13:47:00
2014-01-09 13:51:00,Hippokampos,13.84,1310,both,L8012,2014-01-09,13:51:00
2014-01-09 13:53:00,Hippokampos,16.65,2142,credit,L9637,2014-01-09,13:53:00
2014-01-09 13:56:00,Kalami Kafenion,19.84,4948,both,L9406,2014-01-09,13:56:00
2014-01-09 13:56:00,Hippokampos,65.7,4434,credit,L2169,2014-01-09,13:56:00
2014-01-09 13:56:00,Guy's Gyros,8.87,6901,credit,L9363,2014-01-09,13:56:00
2014-01-09 14:03:00,Kalami Kafenion,35.99,6899,both,L6267,2014-01-09,14:03:00
2014-01-09 14:04:00,Kalami Kafenion,10.94,8129,both,L8328,2014-01-09,14:04:00
2014-01-09 14:04:00,Ouzeri Elian,32.89,7108,both,L6544,2014-01-09,14:04:00
2014-01-09 14:06:00,Katerinaís CafÈ,8.01,1877,both,L3014,2014-01-09,14:06:00
2014-01-09 14:09:00,Guy's Gyros,27.69,8202,both,L2343,2014-01-09,14:09:00
2014-01-09 14:12:00,Abila Scrapyard,1158.36,2276,both,L3317,2014-01-09,14:12:00
2014-01-09 14:13:00,Guy's Gyros,17.44,5921,both,L3295,2014-01-09,14:13:00
2014-01-09 14:15:00,Abila Zacharo,14.37,7819,both,L5259,2014-01-09,14:15:00
2014-01-09 14:18:00,Gelatogalore,36.75,7117,both,L6417,2014-01-09,14:18:00
2014-01-09 14:26:00,Carlyle Chemical Inc.,382.43,7792,both,L5756,2014-01-09,14:26:00
2014-01-09 14:28:00,Kronos Pipe and Irrigation,423.14,4530,both,L8477,2014-01-09,14:28:00
2014-01-09 15:00:00,Stewart and Sons Fabrication,918.6,2276,both,L3317,2014-01-09,15:00:00
2014-01-09 15:16:00,Maximum Iron and Steel,1527.14,4530,both,L8477,2014-01-09,15:16:00
2014-01-09 15:50:00,Abila Airport,4538.52,8642,both,L2769,2014-01-09,15:50:00
2014-01-09 16:22:00,Carlyle Chemical Inc.,2176.2,7792,both,L5756,2014-01-09,16:22:00
2014-01-09 16:27:00,Nationwide Refinery,1322.5,2276,both,L3317,2014-01-09,16:27:00
2014-01-09 19:25:00,Katerinaís CafÈ,35.92,8129,both,L8328,2014-01-09,19:25:00
2014-01-09 19:30:00,Katerinaís CafÈ,26.6,5921,both,L3295,2014-01-09,19:30:00
2014-01-09 19:32:00,Frydos Autosupply n' More,138.02,3484,both,L2490,2014-01-09,19:32:00
2014-01-09 19:41:00,Guy's Gyros,31.81,7354,both,L9254,2014-01-09,19:41:00
2014-01-09 19:42:00,Ouzeri Elian,27.08,6899,credit,L6267,2014-01-09,19:42:00
2014-01-09 19:43:00,Ouzeri Elian,31.07,1286,credit,L3288,2014-01-09,19:43:00
2014-01-09 19:52:00,Guy's Gyros,29.96,6816,both,L8148,2014-01-09,19:52:00
2014-01-09 20:05:00,Hippokampos,15.02,2540,both,L5947,2014-01-09,20:05:00
2014-01-09 20:06:00,Katerinaís CafÈ,26.6,4948,both,L9406,2014-01-09,20:06:00
2014-01-09 20:08:00,Katerinaís CafÈ,19.02,3492,both,L7814,2014-01-09,20:08:00
2014-01-09 20:09:00,Katerinaís CafÈ,90.97,6899,credit,L6267,2014-01-09,20:09:00
2014-01-09 20:15:00,Hippokampos,70.68,1877,credit,L3014,2014-01-09,20:15:00
2014-01-09 20:19:00,General Grocer,285.34,4795,both,L8566,2014-01-09,20:19:00
2014-01-09 20:20:00,Katerinaís CafÈ,91.14,9405,credit,L3259,2014-01-09,20:20:00
2014-01-09 20:20:00,Frydos Autosupply n' More,31.24,6901,credit,L9363,2014-01-09,20:20:00
2014-01-09 20:21:00,Albert's Fine Clothing,224.52,7117,both,L6417,2014-01-09,20:21:00
2014-01-09 20:21:00,Frydos Autosupply n' More,120.65,1321,credit,L4149,2014-01-09,20:21:00
2014-01-09 20:22:00,Katerinaís CafÈ,29.82,8202,both,L2343,2014-01-09,20:22:00
2014-01-09 20:23:00,Guy's Gyros,8.23,7889,both,L6119,2014-01-09,20:23:00
2014-01-09 20:24:00,Guy's Gyros,18.26,1286,both,L3288,2014-01-09,20:24:00
2014-01-09 20:27:00,Katerinaís CafÈ,53.78,5407,credit,L4034,2014-01-09,20:27:00
2014-01-09 20:29:00,Guy's Gyros,23.34,7253,credit,L1682,2014-01-09,20:29:00
2014-01-09 20:38:00,Katerinaís CafÈ,30.69,2418,credit,L9018,2014-01-09,20:38:00
2014-01-09 20:38:00,Guy's Gyros,8.23,5368,both,L2247,2014-01-09,20:38:00
2014-01-09 20:39:00,Guy's Gyros,35.05,7384,both,L3800,2014-01-09,20:39:00
2014-01-09 20:41:00,Hippokampos,9.13,2463,both,L6886,2014-01-09,20:41:00
2014-01-09 20:45:00,Frydos Autosupply n' More,276.75,3853,both,L1485,2014-01-09,20:45:00
2014-01-09 21:01:00,Hippokampos,24.96,6895,both,L3366,2014-01-09,21:01:00
2014-01-09 21:09:00,Guy's Gyros,31.31,4434,both,L2169,2014-01-09,21:09:00
2014-01-09 21:12:00,Hippokampos,23.66,8156,both,L5224,2014-01-09,21:12:00
2014-01-09 21:13:00,Shoppers' Delight,258.43,2681,both,L1107,2014-01-09,21:13:00
2014-01-09 21:18:00,Katerinaís CafÈ,8.57,1310,both,L8012,2014-01-09,21:18:00
2014-01-09 21:27:00,Albert's Fine Clothing,229.98,8332,both,L2070,2014-01-09,21:27:00
2014-01-09 21:38:00,Hippokampos,10.12,9635,both,L3191,2014-01-09,21:38:00
2014-01-10 07:34:00,Hallowed Grounds,16.75,8129,both,L8328,2014-01-10,07:34:00
2014-01-10 07:35:00,Brew've Been Served,15.85,6816,both,L8148,2014-01-10,07:35:00
2014-01-10 07:40:00,Coffee Cameleon,8.51,7253,both,L1682,2014-01-10,07:40:00
2014-01-10 07:41:00,Hallowed Grounds,12.03,1874,both,L4424,2014-01-10,07:41:00
2014-01-10 07:41:00,Hallowed Grounds,8.34,9617,both,L5553,2014-01-10,07:41:00
2014-01-10 07:41:00,Hallowed Grounds,11.49,1310,both,L8012,2014-01-10,07:41:00
2014-01-10 07:45:00,Brew've Been Served,5.01,3484,both,L2490,2014-01-10,07:45:00
2014-01-10 07:45:00,Hallowed Grounds,11.38,3492,credit,L7814,2014-01-10,07:45:00
2014-01-10 07:46:00,Hallowed Grounds,17.63,2681,both,L1107,2014-01-10,07:46:00
2014-01-10 07:47:00,Brew've Been Served,44.88,4948,credit,L9406,2014-01-10,07:47:00
2014-01-10 07:47:00,Coffee Cameleon,11.54,5921,both,L3295,2014-01-10,07:47:00
2014-01-10 07:48:00,Brew've Been Served,13.32,9405,both,L3259,2014-01-10,07:48:00
2014-01-10 07:49:00,Hallowed Grounds,10.34,7889,both,L6119,2014-01-10,07:49:00
2014-01-10 07:49:00,Brew've Been Served,89.93,9683,credit,L7291,2014-01-10,07:49:00
2014-01-10 07:50:00,Hallowed Grounds,10.76,7108,both,L6544,2014-01-10,07:50:00
2014-01-10 07:51:00,Brew've Been Served,12.77,5407,credit,L4034,2014-01-10,07:51:00
2014-01-10 07:54:00,Brew've Been Served,83.44,7384,credit,L3800,2014-01-10,07:54:00
2014-01-10 07:54:00,Coffee Cameleon,9.69,2418,both,L9018,2014-01-10,07:54:00
2014-01-10 07:55:00,Brew've Been Served,85.91,5368,credit,L2247,2014-01-10,07:55:00
2014-01-10 07:56:00,Brew've Been Served,97.25,4795,credit,L8566,2014-01-10,07:56:00
2014-01-10 07:56:00,Brew've Been Served,90.72,7354,credit,L9254,2014-01-10,07:56:00
2014-01-10 07:59:00,Abila Airport,4039.36,9614,credit,L5924,2014-01-10,07:59:00
2014-01-10 08:01:00,Brew've Been Served,5.89,1286,both,L3288,2014-01-10,08:01:00
2014-01-10 08:01:00,Brew've Been Served,5.31,6901,both,L9363,2014-01-10,08:01:00
2014-01-10 08:06:00,Hallowed Grounds,9.34,6899,both,L6267,2014-01-10,08:06:00
2014-01-10 08:09:00,Brew've Been Served,14.45,3853,both,L1485,2014-01-10,08:09:00
2014-01-10 08:09:00,Brew've Been Served,3.03,7819,both,L5259,2014-01-10,08:09:00
2014-01-10 08:11:00,Coffee Cameleon,13.25,2142,credit,L9637,2014-01-10,08:11:00
2014-01-10 08:17:00,Brew've Been Served,8.47,8202,credit,L2343,2014-01-10,08:17:00
2014-01-10 08:17:00,Brew've Been Served,12.64,4434,both,L2169,2014-01-10,08:17:00
2014-01-10 08:20:00,Brew've Been Served,14.36,8411,both,L6110,2014-01-10,08:20:00
2014-01-10 09:09:00,Carlyle Chemical Inc.,227.81,9614,both,L5924,2014-01-10,09:09:00
2014-01-10 09:30:00,Kronos Mart,203.91,7688,credit,L4164,2014-01-10,09:30:00
2014-01-10 10:00:00,Nationwide Refinery,1552.82,9735,both,L9633,2014-01-10,10:00:00
2014-01-10 10:40:00,Nationwide Refinery,2302.73,9614,credit,L5924,2014-01-10,10:40:00
2014-01-10 11:49:00,Stewart and Sons Fabrication,4074.1,9735,both,L9633,2014-01-10,11:49:00
2014-01-10 12:00:00,Bean There Done That,15.39,1415,both,L7783,2014-01-10,12:00:00
2014-01-10 12:00:00,Bean There Done That,3.92,9635,both,L3191,2014-01-10,12:00:00
2014-01-10 12:00:00,Brewed Awakenings,13.82,7688,both,L4164,2014-01-10,12:00:00
2014-01-10 12:00:00,Jack's Magical Beans,15.69,6899,both,L6267,2014-01-10,12:00:00
2014-01-10 12:00:00,Brewed Awakenings,6.17,2540,both,L5947,2014-01-10,12:00:00
2014-01-10 12:00:00,Bean There Done That,13.41,1877,both,L3014,2014-01-10,12:00:00
2014-01-10 12:00:00,Brewed Awakenings,13.9,8332,both,L2070,2014-01-10,12:00:00
2014-01-10 12:00:00,Bean There Done That,18.67,1321,both,L4149,2014-01-10,12:00:00
2014-01-10 12:00:00,Bean There Done That,9.3,6895,both,L3366,2014-01-10,12:00:00
2014-01-10 12:00:00,Jack's Magical Beans,16.29,1286,both,L3288,2014-01-10,12:00:00
2014-01-10 12:00:00,Jack's Magical Beans,5.46,8156,both,L5224,2014-01-10,12:00:00
2014-01-10 12:00:00,Jack's Magical Beans,8.22,2463,credit,L6886,2014-01-10,12:00:00
